"REF_DATE","GEO","DGUID","Type of structure","Type of work","Investment Value","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-09","Prince Edward Island","2016A000211","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014954774","3.2.1.1","67876307","","","","0"
"2010-01","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","138370273","","","","0"
"2010-02","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","117700064","","","","0"
"2010-03","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","105567227","","","","0"
"2010-04","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","120984002","","","","0"
"2010-05","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","165966918","","","","0"
"2010-06","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","226746180","","","","0"
"2010-07","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","234277608","","","","0"
"2010-08","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","206633126","","","","0"
"2010-09","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","195969822","","","","0"
"2010-10","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","186187352","","","","0"
"2010-11","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","184983804","","","","0"
"2010-12","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","159306115","","","","0"
"2011-01","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","137507017","","","","0"
"2011-02","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","113892384","","","","0"
"2011-03","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","108660477","","","","0"
"2011-04","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","130297551","","","","0"
"2011-05","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","177982987","","","","0"
"2011-06","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","211985258","","","","0"
"2011-07","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","212141466","","","","0"
"2011-08","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","193444114","","","","0"
"2011-09","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","197261081","","","","0"
"2011-10","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","199627972","","","","0"
"2011-11","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","197858287","","","","0"
"2011-12","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","185241336","","","","0"
"2012-01","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","161463364","","","","0"
"2012-02","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","130751911","","","","0"
"2012-03","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","116105267","","","","0"
"2012-04","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","122580068","","","","0"
"2012-05","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","157518064","","","","0"
"2012-06","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","209361680","","","","0"
"2012-07","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","246929061","","","","0"
"2012-08","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","238574787","","","","0"
"2012-09","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","216487768","","","","0"
"2012-10","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","206608384","","","","0"
"2012-11","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","207335935","","","","0"
"2012-12","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","178924831","","","","0"
"2013-01","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","150565458","","","","0"
"2013-02","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","129498041","","","","0"
"2013-03","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","135700723","","","","0"
"2013-04","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","158616854","","","","0"
"2013-05","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","193535678","","","","0"
"2013-06","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","213905217","","","","0"
"2013-07","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","221378489","","","","0"
"2013-08","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","198856459","","","","0"
"2013-09","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","191996731","","","","0"
"2013-10","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","175345233","","","","0"
"2013-11","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","166248350","","","","0"
"2013-12","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","138752837","","","","0"
"2014-01","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","107418006","","","","0"
"2014-02","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","93602267","","","","0"
"2014-03","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","91053489","","","","0"
"2014-04","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","104304075","","","","0"
"2014-05","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","144361671","","","","0"
"2014-06","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","174651412","","","","0"
"2014-07","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","218222695","","","","0"
"2014-08","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","232083143","","","","0"
"2014-09","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","228779994","","","","0"
"2014-10","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","216209553","","","","0"
"2014-11","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","192494922","","","","0"
"2014-12","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","166804065","","","","0"
"2015-01","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","174005474","","","","0"
"2015-02","Nova Scotia","2016A000212","Total residential","Types of work, total","Unadjusted - current","Dollars","81","units","0","v1014955130","4.2.1.1","140274226","","","","0"
